Unnamed: 1,AtliQ,Date,Attendance
Faith Hamilton,Atq -419,8 - Apr,P
Janelle Raymond,Atq -393,8 - Apr,P
Joel Cruz,Atq -396,8 - Apr,WFH
Iris Woodard,Atq -459,8 - Apr,P
Trystan Ortega,Atq -349,8 - Apr,HPL
Miles Fields,Atq -438,8 - Apr,P
Rodrigo Price,Atq -423,8 - Apr,P
Ella Roth,Atq -370,8 - Apr,P
Jayce Fuentes,Atq -433,8 - Apr,P
Hailee Fitzpatrick,Atq -375,8 - Apr,P
Rey Novak,Atq -475,8 - Apr,P
Macie Callahan,Atq -368,8 - Apr,P
Xiomara Ruiz,Atq -468,8 - Apr,P
Weston Horton,Atq -348,8 - Apr,P
Dean Mclaughlin,Atq -435,8 - Apr,P
Jonah Hamilton,Atq -331,8 - Apr,P
Roman Colon,Atq -426,8 - Apr,WFH
Chris Frye,Atq -405,8 - Apr,P
London Kim,Atq -475,8 - Apr,P
Kenley Marsh,Atq -375,8 - Apr,P
Adriel Pace,Atq -456,8 - Apr,P
Jase Ingram,Atq -385,8 - Apr,P
Adyson Moyer,Atq -484,8 - Apr,P
Salvatore Hendrix,Atq -398,8 - Apr,P
Tucker Austin,Atq -412,8 - Apr,P
Cristofer Bernard,Atq -472,8 - Apr,P
Karma Reeves,Atq -396,8 - Apr,P
Esperanza Irwin,Atq -467,8 - Apr,P
Ciara Allison,Atq -428,8 - Apr,P
Demarcus Gordon,Atq -484,8 - Apr,P
Ryann Guerrero,Atq -432,8 - Apr,P
Rylee Mullins,Atq -421,8 - Apr,P
Gregory Carr,Atq -485,8 - Apr,WFH
Ayanna Atkins,Atq -452,8 - Apr,P
Briley Orr,Atq -367,8 - Apr,P
Emma Freeman,Atq -393,8 - Apr,P
Will Mahoney,Atq -403,8 - Apr,P
Titus Andersen,Atq -414,8 - Apr,P
Marquis Wyatt,Atq -418,8 - Apr,P
Nick Orozco,Atq -408,8 - Apr,P
Gustavo Ritter,Atq -382,8 - Apr,WFH
Isiah Small,Atq -373,8 - Apr,P
Hillary Kirk,Atq -418,8 - Apr,P
Dominique Benjamin,Atq -376,8 - Apr,P
Nehemiah Diaz,Atq -453,8 - Apr,P
Josh Sharp,Atq -461,8 - Apr,
Andrew Cummings,Atq -443,8 - Apr,P
Maximus Mckenzie,Atq -430,8 - Apr,WFH
Konner Henson,Atq -387,8 - Apr,P
Finnegan Gilbert,Atq -385,8 - Apr,P
Caylee Meadows,Atq -455,8 - Apr,P
Jovani Pope,Atq -470,8 - Apr,P
Kaley Fitzpatrick,Atq -374,8 - Apr,P
Greta Horton,Atq -369,8 - Apr,WFH
Miley Combs,Atq -372,8 - Apr,P
Dallas Weeks,Atq -437,8 - Apr,P
Chad Macias,Atq -400,8 - Apr,P
Jessie Carrillo,Atq -458,8 - Apr,P
Name,Employee Code,9 - Apr,Sat
Thanos Thakur,Atq -406,9 - Apr,WO
Jarvis Singh,Atq -462,9 - Apr,WO
Nevaeh Waller,Atq -411,9 - Apr,WO
Bo Cordova,Atq -398,9 - Apr,WO
Mekhi Singleton,Atq -438,9 - Apr,WO
Peter Pandey,Atq -366,9 - Apr,WO
Loki Lal,Atq -441,9 - Apr,WO
Phoenix Brady,Atq -436,9 - Apr,WO
Ana Little,Atq -404,9 - Apr,WO
Grace Stone,Atq -397,9 - Apr,WO
Tori Shannon,Atq -335,9 - Apr,WO
Lyric Bartlett,Atq -443,9 - Apr,WO
Kaylah Schultz,Atq -419,9 - Apr,WO
Cason David,Atq -467,9 - Apr,WO
Miya Hampton,Atq -450,9 - Apr,WO
Sofia Solis,Atq -405,9 - Apr,WO
Mckayla Parker,Atq -440,9 - Apr,WO
Madelynn Gray,Atq -335,9 - Apr,WO
Myla Klein,Atq -343,9 - Apr,WO
Boston Morse,Atq -334,9 - Apr,WO
April Ayers,Atq -446,9 - Apr,WO
Faith Hamilton,Atq -419,9 - Apr,WO
Janelle Raymond,Atq -393,9 - Apr,WO
Joel Cruz,Atq -396,9 - Apr,WO
Iris Woodard,Atq -459,9 - Apr,WO
Trystan Ortega,Atq -349,9 - Apr,WO
Miles Fields,Atq -438,9 - Apr,WO
Rodrigo Price,Atq -423,9 - Apr,WO
Ella Roth,Atq -370,9 - Apr,WO
Jayce Fuentes,Atq -433,9 - Apr,WO
Hailee Fitzpatrick,Atq -375,9 - Apr,WO
Rey Novak,Atq -475,9 - Apr,WO
Macie Callahan,Atq -368,9 - Apr,WO
Xiomara Ruiz,Atq -468,9 - Apr,WO
Weston Horton,Atq -348,9 - Apr,WO
Dean Mclaughlin,Atq -435,9 - Apr,WO
Jonah Hamilton,Atq -331,9 - Apr,WO
Roman Colon,Atq -426,9 - Apr,WO
Chris Frye,Atq -405,9 - Apr,WO
London Kim,Atq -475,9 - Apr,WO
Kenley Marsh,Atq -375,9 - Apr,WO
Adriel Pace,Atq -456,9 - Apr,WO
Jase Ingram,Atq -385,9 - Apr,WO
Adyson Moyer,Atq -484,9 - Apr,WO
Salvatore Hendrix,Atq -398,9 - Apr,WO
Tucker Austin,Atq -412,9 - Apr,WO
Cristofer Bernard,Atq -472,9 - Apr,WO
Karma Reeves,Atq -396,9 - Apr,WO
Esperanza Irwin,Atq -467,9 - Apr,WO
Ciara Allison,Atq -428,9 - Apr,WO
Demarcus Gordon,Atq -484,9 - Apr,WO
Ryann Guerrero,Atq -432,9 - Apr,WO
Rylee Mullins,Atq -421,9 - Apr,WO
Gregory Carr,Atq -485,9 - Apr,WO
Ayanna Atkins,Atq -452,9 - Apr,WO
Briley Orr,Atq -367,9 - Apr,WO
Emma Freeman,Atq -393,9 - Apr,WO
Will Mahoney,Atq -403,9 - Apr,WO
Titus Andersen,Atq -414,9 - Apr,WO
Marquis Wyatt,Atq -418,9 - Apr,WO
Nick Orozco,Atq -408,9 - Apr,WO
Gustavo Ritter,Atq -382,9 - Apr,WO
Isiah Small,Atq -373,9 - Apr,WO
Hillary Kirk,Atq -418,9 - Apr,WO
Dominique Benjamin,Atq -376,9 - Apr,WO
Nehemiah Diaz,Atq -453,9 - Apr,WO
Josh Sharp,Atq -461,9 - Apr,WO
Andrew Cummings,Atq -443,9 - Apr,WO
Maximus Mckenzie,Atq -430,9 - Apr,WO
Konner Henson,Atq -387,9 - Apr,WO
Finnegan Gilbert,Atq -385,9 - Apr,WO
Caylee Meadows,Atq -455,9 - Apr,WO
Jovani Pope,Atq -470,9 - Apr,WO
Kaley Fitzpatrick,Atq -374,9 - Apr,WO
Greta Horton,Atq -369,9 - Apr,WO
Miley Combs,Atq -372,9 - Apr,WO
Dallas Weeks,Atq -437,9 - Apr,WO
Chad Macias,Atq -400,9 - Apr,WO
Jessie Carrillo,Atq -458,9 - Apr,WO
Name,Employee Code,10 - Apr,Sun
Thanos Thakur,Atq -406,10 - Apr,WO
Jarvis Singh,Atq -462,10 - Apr,WO
Nevaeh Waller,Atq -411,10 - Apr,WO
Bo Cordova,Atq -398,10 - Apr,WO
Mekhi Singleton,Atq -438,10 - Apr,WO
Peter Pandey,Atq -366,10 - Apr,WO
Loki Lal,Atq -441,10 - Apr,WO
Phoenix Brady,Atq -436,10 - Apr,WO
Ana Little,Atq -404,10 - Apr,WO
Grace Stone,Atq -397,10 - Apr,WO
Tori Shannon,Atq -335,10 - Apr,WO
Lyric Bartlett,Atq -443,10 - Apr,WO
Kaylah Schultz,Atq -419,10 - Apr,WO
Cason David,Atq -467,10 - Apr,WO
Miya Hampton,Atq -450,10 - Apr,WO
Sofia Solis,Atq -405,10 - Apr,WO
Mckayla Parker,Atq -440,10 - Apr,WO
Madelynn Gray,Atq -335,10 - Apr,WO
Myla Klein,Atq -343,10 - Apr,WO
Boston Morse,Atq -334,10 - Apr,WO
April Ayers,Atq -446,10 - Apr,WO
Faith Hamilton,Atq -419,10 - Apr,WO
Janelle Raymond,Atq -393,10 - Apr,WO
Joel Cruz,Atq -396,10 - Apr,WO
Iris Woodard,Atq -459,10 - Apr,WO
Trystan Ortega,Atq -349,10 - Apr,WO
Miles Fields,Atq -438,10 - Apr,WO
Rodrigo Price,Atq -423,10 - Apr,WO
Ella Roth,Atq -370,10 - Apr,WO
Jayce Fuentes,Atq -433,10 - Apr,WO
Hailee Fitzpatrick,Atq -375,10 - Apr,WO
Rey Novak,Atq -475,10 - Apr,WO
Macie Callahan,Atq -368,10 - Apr,WO
Xiomara Ruiz,Atq -468,10 - Apr,WO
Weston Horton,Atq -348,10 - Apr,WO
Dean Mclaughlin,Atq -435,10 - Apr,WO
Jonah Hamilton,Atq -331,10 - Apr,WO
Roman Colon,Atq -426,10 - Apr,WO
Chris Frye,Atq -405,10 - Apr,WO
London Kim,Atq -475,10 - Apr,WO
Kenley Marsh,Atq -375,10 - Apr,WO
Adriel Pace,Atq -456,10 - Apr,WO
Jase Ingram,Atq -385,10 - Apr,WO
Adyson Moyer,Atq -484,10 - Apr,WO
Salvatore Hendrix,Atq -398,10 - Apr,WO
Tucker Austin,Atq -412,10 - Apr,WO
Cristofer Bernard,Atq -472,10 - Apr,WO
Karma Reeves,Atq -396,10 - Apr,WO
Esperanza Irwin,Atq -467,10 - Apr,WO
Ciara Allison,Atq -428,10 - Apr,WO
Demarcus Gordon,Atq -484,10 - Apr,WO
Ryann Guerrero,Atq -432,10 - Apr,WO
Rylee Mullins,Atq -421,10 - Apr,WO
Gregory Carr,Atq -485,10 - Apr,WO
Ayanna Atkins,Atq -452,10 - Apr,WO
Briley Orr,Atq -367,10 - Apr,WO
Emma Freeman,Atq -393,10 - Apr,WO
Will Mahoney,Atq -403,10 - Apr,WO
Titus Andersen,Atq -414,10 - Apr,WO
Marquis Wyatt,Atq -418,10 - Apr,WO
Nick Orozco,Atq -408,10 - Apr,WO
Gustavo Ritter,Atq -382,10 - Apr,WO
Isiah Small,Atq -373,10 - Apr,WO
Hillary Kirk,Atq -418,10 - Apr,WO
Dominique Benjamin,Atq -376,10 - Apr,WO
Nehemiah Diaz,Atq -453,10 - Apr,WO
Josh Sharp,Atq -461,10 - Apr,WO
Andrew Cummings,Atq -443,10 - Apr,WO
Maximus Mckenzie,Atq -430,10 - Apr,WO
Konner Henson,Atq -387,10 - Apr,WO
Finnegan Gilbert,Atq -385,10 - Apr,WO
Caylee Meadows,Atq -455,10 - Apr,WO
Jovani Pope,Atq -470,10 - Apr,WO
Kaley Fitzpatrick,Atq -374,10 - Apr,WO
Greta Horton,Atq -369,10 - Apr,WO
Miley Combs,Atq -372,10 - Apr,WO
Dallas Weeks,Atq -437,10 - Apr,WO
Chad Macias,Atq -400,10 - Apr,WO
Jessie Carrillo,Atq -458,10 - Apr,WO
Name,Employee Code,11 - Apr,Mon
Thanos Thakur,Atq -406,11 - Apr,P
Jarvis Singh,Atq -462,11 - Apr,P
Nevaeh Waller,Atq -411,11 - Apr,P
Bo Cordova,Atq -398,11 - Apr,PL
Mekhi Singleton,Atq -438,11 - Apr,P
Peter Pandey,Atq -366,11 - Apr,P
Loki Lal,Atq -441,11 - Apr,P
Phoenix Brady,Atq -436,11 - Apr,P
Ana Little,Atq -404,11 - Apr,P
Grace Stone,Atq -397,11 - Apr,P
Tori Shannon,Atq -335,11 - Apr,P
Lyric Bartlett,Atq -443,11 - Apr,P
Kaylah Schultz,Atq -419,11 - Apr,P
Cason David,Atq -467,11 - Apr,P
Miya Hampton,Atq -450,11 - Apr,P
Sofia Solis,Atq -405,11 - Apr,P
Mckayla Parker,Atq -440,11 - Apr,P
Madelynn Gray,Atq -335,11 - Apr,P
Myla Klein,Atq -343,11 - Apr,P
Boston Morse,Atq -334,11 - Apr,P
April Ayers,Atq -446,11 - Apr,P
Faith Hamilton,Atq -419,11 - Apr,P
Janelle Raymond,Atq -393,11 - Apr,P
Joel Cruz,Atq -396,11 - Apr,HML
Iris Woodard,Atq -459,11 - Apr,P
Trystan Ortega,Atq -349,11 - Apr,P
Miles Fields,Atq -438,11 - Apr,P
Rodrigo Price,Atq -423,11 - Apr,P
Ella Roth,Atq -370,11 - Apr,P
Jayce Fuentes,Atq -433,11 - Apr,P
Hailee Fitzpatrick,Atq -375,11 - Apr,P
Rey Novak,Atq -475,11 - Apr,P
Macie Callahan,Atq -368,11 - Apr,P
Xiomara Ruiz,Atq -468,11 - Apr,P
Weston Horton,Atq -348,11 - Apr,P
Dean Mclaughlin,Atq -435,11 - Apr,P
Jonah Hamilton,Atq -331,11 - Apr,P
Roman Colon,Atq -426,11 - Apr,P
Chris Frye,Atq -405,11 - Apr,P
London Kim,Atq -475,11 - Apr,P
Kenley Marsh,Atq -375,11 - Apr,P
Adriel Pace,Atq -456,11 - Apr,P
Jase Ingram,Atq -385,11 - Apr,P
Adyson Moyer,Atq -484,11 - Apr,P
Salvatore Hendrix,Atq -398,11 - Apr,P
Tucker Austin,Atq -412,11 - Apr,P
Cristofer Bernard,Atq -472,11 - Apr,P
Karma Reeves,Atq -396,11 - Apr,P
Esperanza Irwin,Atq -467,11 - Apr,P
Ciara Allison,Atq -428,11 - Apr,P
Demarcus Gordon,Atq -484,11 - Apr,PL
Ryann Guerrero,Atq -432,11 - Apr,P
Rylee Mullins,Atq -421,11 - Apr,P
Gregory Carr,Atq -485,11 - Apr,WFH
Ayanna Atkins,Atq -452,11 - Apr,P
Briley Orr,Atq -367,11 - Apr,P
Emma Freeman,Atq -393,11 - Apr,P
Will Mahoney,Atq -403,11 - Apr,P
Titus Andersen,Atq -414,11 - Apr,P
Marquis Wyatt,Atq -418,11 - Apr,P
Nick Orozco,Atq -408,11 - Apr,P
Gustavo Ritter,Atq -382,11 - Apr,WFH
Isiah Small,Atq -373,11 - Apr,P
Hillary Kirk,Atq -418,11 - Apr,P
Dominique Benjamin,Atq -376,11 - Apr,P
Nehemiah Diaz,Atq -453,11 - Apr,P
Josh Sharp,Atq -461,11 - Apr,P
Andrew Cummings,Atq -443,11 - Apr,P
Maximus Mckenzie,Atq -430,11 - Apr,WFH
Konner Henson,Atq -387,11 - Apr,P
Finnegan Gilbert,Atq -385,11 - Apr,P
Caylee Meadows,Atq -455,11 - Apr,P
Jovani Pope,Atq -470,11 - Apr,P
Kaley Fitzpatrick,Atq -374,11 - Apr,P
Greta Horton,Atq -369,11 - Apr,P
Miley Combs,Atq -372,11 - Apr,P
Dallas Weeks,Atq -437,11 - Apr,P
Chad Macias,Atq -400,11 - Apr,P
Jessie Carrillo,Atq -458,11 - Apr,P
Name,Employee Code,12 - Apr,Tue
Thanos Thakur,Atq -406,12 - Apr,P
Jarvis Singh,Atq -462,12 - Apr,P
Nevaeh Waller,Atq -411,12 - Apr,P
Bo Cordova,Atq -398,12 - Apr,PL
Mekhi Singleton,Atq -438,12 - Apr,P
Peter Pandey,Atq -366,12 - Apr,P
Loki Lal,Atq -441,12 - Apr,P
Phoenix Brady,Atq -436,12 - Apr,P
Ana Little,Atq -404,12 - Apr,P
Grace Stone,Atq -397,12 - Apr,P
Tori Shannon,Atq -335,12 - Apr,P
Lyric Bartlett,Atq -443,12 - Apr,P
Kaylah Schultz,Atq -419,12 - Apr,P
Cason David,Atq -467,12 - Apr,P
Miya Hampton,Atq -450,12 - Apr,P
Sofia Solis,Atq -405,12 - Apr,P
Mckayla Parker,Atq -440,12 - Apr,P
Madelynn Gray,Atq -335,12 - Apr,P
Myla Klein,Atq -343,12 - Apr,P
Boston Morse,Atq -334,12 - Apr,P
April Ayers,Atq -446,12 - Apr,P
Faith Hamilton,Atq -419,12 - Apr,P
Janelle Raymond,Atq -393,12 - Apr,P
Joel Cruz,Atq -396,12 - Apr,WFH
Iris Woodard,Atq -459,12 - Apr,P
Trystan Ortega,Atq -349,12 - Apr,P
Miles Fields,Atq -438,12 - Apr,P
Rodrigo Price,Atq -423,12 - Apr,P
Ella Roth,Atq -370,12 - Apr,P
Jayce Fuentes,Atq -433,12 - Apr,P
Hailee Fitzpatrick,Atq -375,12 - Apr,P
Rey Novak,Atq -475,12 - Apr,P
Macie Callahan,Atq -368,12 - Apr,HSL
Xiomara Ruiz,Atq -468,12 - Apr,P
Weston Horton,Atq -348,12 - Apr,P
Dean Mclaughlin,Atq -435,12 - Apr,P
Jonah Hamilton,Atq -331,12 - Apr,P
Roman Colon,Atq -426,12 - Apr,
Chris Frye,Atq -405,12 - Apr,P
London Kim,Atq -475,12 - Apr,P
Kenley Marsh,Atq -375,12 - Apr,P
Adriel Pace,Atq -456,12 - Apr,P
Jase Ingram,Atq -385,12 - Apr,P
Adyson Moyer,Atq -484,12 - Apr,P
Salvatore Hendrix,Atq -398,12 - Apr,P
Tucker Austin,Atq -412,12 - Apr,P
Cristofer Bernard,Atq -472,12 - Apr,P
Karma Reeves,Atq -396,12 - Apr,P
Esperanza Irwin,Atq -467,12 - Apr,P
Ciara Allison,Atq -428,12 - Apr,P
Demarcus Gordon,Atq -484,12 - Apr,PL
Ryann Guerrero,Atq -432,12 - Apr,P
Rylee Mullins,Atq -421,12 - Apr,P
Gregory Carr,Atq -485,12 - Apr,WFH
Ayanna Atkins,Atq -452,12 - Apr,P
Briley Orr,Atq -367,12 - Apr,P
Emma Freeman,Atq -393,12 - Apr,LWP
Will Mahoney,Atq -403,12 - Apr,P
Titus Andersen,Atq -414,12 - Apr,P
Marquis Wyatt,Atq -418,12 - Apr,P
Nick Orozco,Atq -408,12 - Apr,P
Gustavo Ritter,Atq -382,12 - Apr,WFH
Isiah Small,Atq -373,12 - Apr,P
Hillary Kirk,Atq -418,12 - Apr,P
Dominique Benjamin,Atq -376,12 - Apr,P
Nehemiah Diaz,Atq -453,12 - Apr,P
Josh Sharp,Atq -461,12 - Apr,P
Andrew Cummings,Atq -443,12 - Apr,P
Maximus Mckenzie,Atq -430,12 - Apr,WFH
Konner Henson,Atq -387,12 - Apr,P
Finnegan Gilbert,Atq -385,12 - Apr,P
Caylee Meadows,Atq -455,12 - Apr,P
Jovani Pope,Atq -470,12 - Apr,P
Kaley Fitzpatrick,Atq -374,12 - Apr,P
Greta Horton,Atq -369,12 - Apr,P
Miley Combs,Atq -372,12 - Apr,P
Dallas Weeks,Atq -437,12 - Apr,P
Chad Macias,Atq -400,12 - Apr,P
Jessie Carrillo,Atq -458,12 - Apr,P
Name,Employee Code,13 - Apr,Wed
Thanos Thakur,Atq -406,13 - Apr,P
Jarvis Singh,Atq -462,13 - Apr,P
Nevaeh Waller,Atq -411,13 - Apr,P
Bo Cordova,Atq -398,13 - Apr,PL
Mekhi Singleton,Atq -438,13 - Apr,P
Peter Pandey,Atq -366,13 - Apr,P
Loki Lal,Atq -441,13 - Apr,P
Phoenix Brady,Atq -436,13 - Apr,P
Ana Little,Atq -404,13 - Apr,PL
Grace Stone,Atq -397,13 - Apr,ML
Tori Shannon,Atq -335,13 - Apr,P
Lyric Bartlett,Atq -443,13 - Apr,P
Kaylah Schultz,Atq -419,13 - Apr,WFH
Cason David,Atq -467,13 - Apr,WFH
Miya Hampton,Atq -450,13 - Apr,P
Sofia Solis,Atq -405,13 - Apr,P
Mckayla Parker,Atq -440,13 - Apr,P
Madelynn Gray,Atq -335,13 - Apr,P
Myla Klein,Atq -343,13 - Apr,PL
Boston Morse,Atq -334,13 - Apr,P
April Ayers,Atq -446,13 - Apr,P
Faith Hamilton,Atq -419,13 - Apr,P
Janelle Raymond,Atq -393,13 - Apr,
Joel Cruz,Atq -396,13 - Apr,WFH
Iris Woodard,Atq -459,13 - Apr,P
Trystan Ortega,Atq -349,13 - Apr,P
Miles Fields,Atq -438,13 - Apr,P
Rodrigo Price,Atq -423,13 - Apr,P
Ella Roth,Atq -370,13 - Apr,P
Jayce Fuentes,Atq -433,13 - Apr,P
Hailee Fitzpatrick,Atq -375,13 - Apr,P
Rey Novak,Atq -475,13 - Apr,P
Macie Callahan,Atq -368,13 - Apr,P
Xiomara Ruiz,Atq -468,13 - Apr,P
Weston Horton,Atq -348,13 - Apr,P
Dean Mclaughlin,Atq -435,13 - Apr,ML
Jonah Hamilton,Atq -331,13 - Apr,SL
Roman Colon,Atq -426,13 - Apr,
Chris Frye,Atq -405,13 - Apr,P
London Kim,Atq -475,13 - Apr,P
Kenley Marsh,Atq -375,13 - Apr,P
Adriel Pace,Atq -456,13 - Apr,P
Jase Ingram,Atq -385,13 - Apr,P
Adyson Moyer,Atq -484,13 - Apr,P
Salvatore Hendrix,Atq -398,13 - Apr,P
Tucker Austin,Atq -412,13 - Apr,P
Cristofer Bernard,Atq -472,13 - Apr,P
Karma Reeves,Atq -396,13 - Apr,P
Esperanza Irwin,Atq -467,13 - Apr,P
Ciara Allison,Atq -428,13 - Apr,P
Demarcus Gordon,Atq -484,13 - Apr,P
Ryann Guerrero,Atq -432,13 - Apr,P
Rylee Mullins,Atq -421,13 - Apr,P
Gregory Carr,Atq -485,13 - Apr,WFH
Ayanna Atkins,Atq -452,13 - Apr,P
Briley Orr,Atq -367,13 - Apr,P
Emma Freeman,Atq -393,13 - Apr,P
Will Mahoney,Atq -403,13 - Apr,P
Titus Andersen,Atq -414,13 - Apr,P
Marquis Wyatt,Atq -418,13 - Apr,P
Nick Orozco,Atq -408,13 - Apr,P
Gustavo Ritter,Atq -382,13 - Apr,WFH
Isiah Small,Atq -373,13 - Apr,P
Hillary Kirk,Atq -418,13 - Apr,P
Dominique Benjamin,Atq -376,13 - Apr,P
Nehemiah Diaz,Atq -453,13 - Apr,P
Josh Sharp,Atq -461,13 - Apr,P
Andrew Cummings,Atq -443,13 - Apr,P
Maximus Mckenzie,Atq -430,13 - Apr,WFH
Konner Henson,Atq -387,13 - Apr,P
Finnegan Gilbert,Atq -385,13 - Apr,P
Caylee Meadows,Atq -455,13 - Apr,P
Jovani Pope,Atq -470,13 - Apr,P
Kaley Fitzpatrick,Atq -374,13 - Apr,P
Greta Horton,Atq -369,13 - Apr,P
Miley Combs,Atq -372,13 - Apr,P
Dallas Weeks,Atq -437,13 - Apr,P
Chad Macias,Atq -400,13 - Apr,P
Jessie Carrillo,Atq -458,13 - Apr,P
Name,Employee Code,14 - Apr,Thu
Thanos Thakur,Atq -406,14 - Apr,P
Jarvis Singh,Atq -462,14 - Apr,P
Nevaeh Waller,Atq -411,14 - Apr,P
Bo Cordova,Atq -398,14 - Apr,PL
Mekhi Singleton,Atq -438,14 - Apr,P
Peter Pandey,Atq -366,14 - Apr,P
Loki Lal,Atq -441,14 - Apr,P
Phoenix Brady,Atq -436,14 - Apr,P
Ana Little,Atq -404,14 - Apr,PL
Grace Stone,Atq -397,14 - Apr,PL
Tori Shannon,Atq -335,14 - Apr,P
Lyric Bartlett,Atq -443,14 - Apr,P
Kaylah Schultz,Atq -419,14 - Apr,P
Cason David,Atq -467,14 - Apr,P
Miya Hampton,Atq -450,14 - Apr,HML
Sofia Solis,Atq -405,14 - Apr,HPL
Mckayla Parker,Atq -440,14 - Apr,P
Madelynn Gray,Atq -335,14 - Apr,P
Myla Klein,Atq -343,14 - Apr,P
Boston Morse,Atq -334,14 - Apr,P
April Ayers,Atq -446,14 - Apr,P
Faith Hamilton,Atq -419,14 - Apr,P
Janelle Raymond,Atq -393,14 - Apr,
Joel Cruz,Atq -396,14 - Apr,WFH
Iris Woodard,Atq -459,14 - Apr,P
Trystan Ortega,Atq -349,14 - Apr,P
Miles Fields,Atq -438,14 - Apr,P
Rodrigo Price,Atq -423,14 - Apr,P
Ella Roth,Atq -370,14 - Apr,P
Jayce Fuentes,Atq -433,14 - Apr,P
Hailee Fitzpatrick,Atq -375,14 - Apr,P
Rey Novak,Atq -475,14 - Apr,P
Macie Callahan,Atq -368,14 - Apr,WFH
Xiomara Ruiz,Atq -468,14 - Apr,FFL
Weston Horton,Atq -348,14 - Apr,P
Dean Mclaughlin,Atq -435,14 - Apr,P
Jonah Hamilton,Atq -331,14 - Apr,P
Roman Colon,Atq -426,14 - Apr,
Chris Frye,Atq -405,14 - Apr,WFH
London Kim,Atq -475,14 - Apr,P
Kenley Marsh,Atq -375,14 - Apr,PL
Adriel Pace,Atq -456,14 - Apr,P
Jase Ingram,Atq -385,14 - Apr,P
Adyson Moyer,Atq -484,14 - Apr,P
Salvatore Hendrix,Atq -398,14 - Apr,P
Tucker Austin,Atq -412,14 - Apr,FFL
Cristofer Bernard,Atq -472,14 - Apr,P
Karma Reeves,Atq -396,14 - Apr,FFL
Esperanza Irwin,Atq -467,14 - Apr,P
Ciara Allison,Atq -428,14 - Apr,P
Demarcus Gordon,Atq -484,14 - Apr,P
Ryann Guerrero,Atq -432,14 - Apr,P
Rylee Mullins,Atq -421,14 - Apr,P
Gregory Carr,Atq -485,14 - Apr,WFH
Ayanna Atkins,Atq -452,14 - Apr,P
Briley Orr,Atq -367,14 - Apr,P
Emma Freeman,Atq -393,14 - Apr,P
Will Mahoney,Atq -403,14 - Apr,P
Titus Andersen,Atq -414,14 - Apr,P
Marquis Wyatt,Atq -418,14 - Apr,P
Nick Orozco,Atq -408,14 - Apr,WFH
Gustavo Ritter,Atq -382,14 - Apr,WFH
Isiah Small,Atq -373,14 - Apr,P
Hillary Kirk,Atq -418,14 - Apr,P
Dominique Benjamin,Atq -376,14 - Apr,P
Nehemiah Diaz,Atq -453,14 - Apr,P
Josh Sharp,Atq -461,14 - Apr,P
Andrew Cummings,Atq -443,14 - Apr,P
Maximus Mckenzie,Atq -430,14 - Apr,WFH
Konner Henson,Atq -387,14 - Apr,P
Finnegan Gilbert,Atq -385,14 - Apr,P
Caylee Meadows,Atq -455,14 - Apr,P
Jovani Pope,Atq -470,14 - Apr,P
Kaley Fitzpatrick,Atq -374,14 - Apr,P
Greta Horton,Atq -369,14 - Apr,P
Miley Combs,Atq -372,14 - Apr,P
Dallas Weeks,Atq -437,14 - Apr,P
Chad Macias,Atq -400,14 - Apr,P
Jessie Carrillo,Atq -458,14 - Apr,P
Name,Employee Code,15 - Apr,Fri
Thanos Thakur,Atq -406,15 - Apr,P
Jarvis Singh,Atq -462,15 - Apr,P
Nevaeh Waller,Atq -411,15 - Apr,P
Bo Cordova,Atq -398,15 - Apr,PL
Mekhi Singleton,Atq -438,15 - Apr,P
Peter Pandey,Atq -366,15 - Apr,P
Loki Lal,Atq -441,15 - Apr,P
Phoenix Brady,Atq -436,15 - Apr,PL
Ana Little,Atq -404,15 - Apr,PL
Grace Stone,Atq -397,15 - Apr,P
Tori Shannon,Atq -335,15 - Apr,P
Lyric Bartlett,Atq -443,15 - Apr,P
Kaylah Schultz,Atq -419,15 - Apr,P
Cason David,Atq -467,15 - Apr,P
Miya Hampton,Atq -450,15 - Apr,P
Sofia Solis,Atq -405,15 - Apr,P
Mckayla Parker,Atq -440,15 - Apr,P
Madelynn Gray,Atq -335,15 - Apr,WFH
Myla Klein,Atq -343,15 - Apr,P
Boston Morse,Atq -334,15 - Apr,P
April Ayers,Atq -446,15 - Apr,FFL
Faith Hamilton,Atq -419,15 - Apr,P
Janelle Raymond,Atq -393,15 - Apr,
Joel Cruz,Atq -396,15 - Apr,WFH
Iris Woodard,Atq -459,15 - Apr,P
Trystan Ortega,Atq -349,15 - Apr,P
Miles Fields,Atq -438,15 - Apr,P
Rodrigo Price,Atq -423,15 - Apr,P
Ella Roth,Atq -370,15 - Apr,P
Jayce Fuentes,Atq -433,15 - Apr,P
Hailee Fitzpatrick,Atq -375,15 - Apr,P
Rey Novak,Atq -475,15 - Apr,P
Macie Callahan,Atq -368,15 - Apr,WFH
Xiomara Ruiz,Atq -468,15 - Apr,P
Weston Horton,Atq -348,15 - Apr,P
Dean Mclaughlin,Atq -435,15 - Apr,P
Jonah Hamilton,Atq -331,15 - Apr,P
Roman Colon,Atq -426,15 - Apr,
Chris Frye,Atq -405,15 - Apr,FFL
London Kim,Atq -475,15 - Apr,FFL
Kenley Marsh,Atq -375,15 - Apr,HPL
Adriel Pace,Atq -456,15 - Apr,P
Jase Ingram,Atq -385,15 - Apr,P
